input,label
undercut by its awkward structure and a final veering toward melodrama,0
"why , of all the period 's volatile romantic lives , Sand and Musset are worth particular attention",1
sink this ` sub ',0
it the Kahlo movie Frida fans have been looking for,1
pristine,1
the cuddly Shower,1
a pale successor,0
tattered,0
to the point of suffocation,0
most frightening,0
"cold , grey",0
The emotional overload of female angst irreparably drags the film down .,0
the rotting underbelly of Middle America,0
close to the level of intelligence and visual splendour that can be seen in other films,1
"routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny",0
cynical creeps,0
self-glorification and,0
Producer John Penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . '',1
"Much of it is funny , but there are also some startling , surrealistic moments ...",1
discovery and humor between Chaplin and Kidman,1
yet it proves surprisingly serviceable,1
Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,1
"I have always appreciated a smartly written motion picture ,",1
improbable as this premise may seem,0
"Like a comedian who starts off promisingly but then proceeds to flop , Comedian runs out of steam after a half hour .",0
the plot -LRB- other than its one good idea -RRB- and the movie 's inescapable air of sleaziness,0
"dull , brain-deadening hangover",0
"self-hating , self-destructive ways",0
be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already,0
"-LRB- Ramsay -RRB- visually transforms the dreary expanse of dead-end distaste the characters inhabit into a poem of art , music and metaphor .",1
its intriguing subject,1
"ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold",1
jolts the laughs from the audience -- as if by cattle prod,1
"the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them .",1
overlooked pitfalls,0
only weak claims to surrealism and black comedy,0
"Though the aboriginal aspect lends the ending an extraordinary poignancy , and the story",1
Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine,0
"has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",1
are more deeply thought through than in most ` right-thinking ' films,1
undemanding action movies,0
"a paunchy midsection , several plodding action sequences and",0
disease-of-the-week small-screen melodramas,0
silly beyond comprehension,0
", this is a remarkably accessible and haunting film .",1
be pleasant in spite of its predictability,1
the best film so far this year is a franchise sequel starring Wesley Snipes,1
The obnoxious special effects,0
the real-life story is genuinely inspirational,1
never fresh,0
restrictive and chaotic,0
soap opera,0
Hard-core slasher aficionados will find things to like ... but overall the Halloween series has lost its edge,0
that Warm Water Under a Red Bridge is a poem to the enduring strengths of women,1
THE GUYS taps into some powerful emotions,1
of weird performances and direction,0
farce and blood-curdling family intensity,1
unifying,1
a heavyweight film that fights a good fight on behalf of the world 's endangered reefs,1
"are a few modest laughs ,",1
has worked wonders with the material,1
"a very entertaining , thought-provoking film",1
may strain adult credibility,0
tinged with tragic undertones,0
may seem disappointing in its generalities,0
laughably unconvincing,0
"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed .",1
Our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender,0
would be terrific to read about,1
The script ?,0
Playing a role of almost Bergmanesque intensity ... Bisset is both convincing and radiant .,1
Huston performance,1
steals so freely from other movies and,0
send audiences out talking about specific scary scenes or startling moments,1
warmed over pastiche,1
achingly honest and,1
"Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",1
coming close to bowling you over,1
it difficult to sustain interest in his profession after the family tragedy,0
about Full Frontal,1
big time stinker,0
"is a nervy , risky film",1
to the bloated costume drama,0
breathtakingly,1
in full consciousness,1
is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,1
Do n't wait to see this terrific film with your kids -- if you do n't have kids borrow some,1
"The Fugitive , Blade Runner , and Total Recall , only without much energy or tension",0
"a happy , heady jumble of thought and storytelling",1
"is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up",0
Essentially a collection of bits --,0
major problem,0
considerable punch,1
low on both suspense and payoff,0
avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill,1
Moonlight Mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy .,1
proves that a nightmare is a wish a studio 's wallet makes .,0
s Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,1
will remind them that Hong Kong action cinema is still alive and kicking .,1
"is n't a product of its cinematic predecessors so much as an MTV , sugar hysteria , and PlayStation cocktail .",0
Has all the hallmarks of a movie,1
"feels as immediate as the latest news footage from Gaza and , because of its heightened , well-shaped dramas , twice as powerful .",1
a well-made and satisfying thriller,1
"The script boasts some tart TV-insider humor , but the film has not a trace of humanity or empathy .",0
A film of epic scale,1
this alarming production,0
An unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a VH1 Behind the Music episode,0
This kiddie-oriented stinker is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater,0
a few cheap shocks,0
that already knows it 's won,1
everywhere,1
but as,1
the bloated costume drama,0
South Korea 's future,1
"for the striking , quietly vulnerable personality of Ms. Ambrose",1
undistinguished attempt to make a classic theater piece,0
